name,price,url
Gourmet Garden Organic Ginger,Not Found,https://www.zeptonow.com/pn/gourmet-garden-organic-ginger/pvid/0d636787-b740-4e97-a40c-0b984405e13b
Coriander leaves,Not Found,https://www.zeptonow.com/pn/coriander-leaves/pvid/90ec80d3-40d9-46b6-8ccb-e1b8cb65a76d
Tomato Local,Not Found,https://www.zeptonow.com/pn/tomato-local/pvid/7e261768-88d6-4cbb-8b9b-8718625577bd
Mushroom Button,Not Found,https://www.zeptonow.com/pn/mushroom-button/pvid/178b3f0f-c01d-4065-8f5c-d1902cbb5d51
Banana Robusta,Not Found,https://www.zeptonow.com/pn/banana-robusta/pvid/436c0025-de54-4748-a189-79e292f26071
Residue Free Indian Cucumber,Not Found,https://www.zeptonow.com/pn/residue-free-indian-cucumber/pvid/60e89994-7cbd-42a2-ae3a-f9d04fa88df9
Chilli Green,Not Found,https://www.zeptonow.com/pn/chilli-green/pvid/3fa81cc0-d5c2-4865-a576-df4677972b26
Fresh Onion,Not Found,https://www.zeptonow.com/pn/fresh-onion/pvid/5b5c1960-d2d1-4528-8a74-bc7280174071
Banana Elaichi / Yelakki,Not Found,https://www.zeptonow.com/pn/banana-elaichi-yelakki/pvid/db471557-f745-4574-9e82-1916a88d9e6b
Broccoli,Not Found,https://www.zeptonow.com/pn/broccoli/pvid/a23b9914-8c62-4d83-b30d-12609ea50339
Residue Free Coriander,Not Found,https://www.zeptonow.com/pn/residue-free-coriander/pvid/7a87acab-a907-45ee-bbb4-8ff97d5bfa6c
"Curry Leaves - Cleaned, without roots",Not Found,https://www.zeptonow.com/pn/curry-leaves-cleaned-without-roots/pvid/08ddb9aa-3de4-4f39-a684-ac58e02c70ed
Snacky Avocado,Not Found,https://www.zeptonow.com/pn/snacky-avocado/pvid/41bdd706-3d49-4c67-abc2-364679e3a16b
Fresh Potato,Not Found,https://www.zeptonow.com/pn/fresh-potato/pvid/a8043677-61c7-4af4-b784-b6aa225306a4
Watermelon Kiran(Tarbooj),Not Found,https://www.zeptonow.com/pn/watermelon-kirantarbooj/pvid/360f5333-15c1-468d-9afd-8cd40aad64d7
Lady Finger,Not Found,https://www.zeptonow.com/pn/lady-finger/pvid/abe657be-567e-4288-ba48-7ddd0a8a1271
"Spinach - Cleaned, without roots",Not Found,https://www.zeptonow.com/pn/spinach-cleaned-without-roots/pvid/eeb31b35-04a7-47a7-a434-dd6625f1e82c
Apple Royal Gala,Not Found,https://www.zeptonow.com/pn/apple-royal-gala/pvid/e47494e2-dd0c-456e-9489-154b729c1716
Gourmet Garden Organic Garlic,Not Found,https://www.zeptonow.com/pn/gourmet-garden-organic-garlic/pvid/b5d7c78b-96d9-447d-8941-7bd67817f46e
Muskmelon,Not Found,https://www.zeptonow.com/pn/muskmelon/pvid/b27712ea-5097-4c98-9250-ff25bbb71415
Mint Leaves,Not Found,https://www.zeptonow.com/pn/mint-leaves/pvid/ff5984f3-0bfb-4553-a959-7033078b1a85
Avocado Hass Imported,Not Found,https://www.zeptonow.com/pn/avocado-hass-imported/pvid/4db7d95b-1bc9-429a-9456-f4393526796e
Carrot Local,Not Found,https://www.zeptonow.com/pn/carrot-local/pvid/30db5880-2b4a-4955-9c2d-833749f7adc2
Sapota,Not Found,https://www.zeptonow.com/pn/sapota/pvid/e954f385-e7b9-44d5-ad8c-d5c94512903a
Beans Haricot,Not Found,https://www.zeptonow.com/pn/beans-haricot/pvid/4b83db84-5dab-4fd4-9888-34d71f0cd458
Lemon,Not Found,https://www.zeptonow.com/pn/lemon/pvid/0d043da8-bd98-456e-b424-d5312993f188
Baby Orange,Not Found,https://www.zeptonow.com/pn/baby-orange/pvid/6f416513-2be6-4c46-9124-a217a83eb96a
