name,price,delivery_time,product_url
"Quaker Oats 1Kg, Rolled Oats Natural Wholegrain, Nutritious Breakfast Cereals, Dalia Porridge, Easy To Cook, Honey",₹163,,https://www.amazon.in/Quaker-Oats-Pouch-1kg/dp/B00QPS8BAW/ref=sr_1_1_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&rdc=1&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1&xpid=rEqh-IypmacGy
Kellogg's Muesli Fruit Nut & Seeds 750G | 12-In-1 Power Breakfast | India'S No. 1 Muesli | Multigrain Breakfast Cereal,₹358,,https://www.amazon.in/Kelloggs-Muesli-21-Fruit-Pouch/dp/B083JP2NZX/ref=sr_1_2_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2&xpid=rEqh-IypmacGy
"PINTOLA 25g High Protein Oats 1kg, Dark Chocolate,No Refined Sugar, with Almonds Raisin, Pumpkin and Chia Seeds, 8g Fibre, Rolled Oats for weight loss, Breakfast Cereals | Gluten Free",,,https://www.amazon.in/PINTOLA-Protein-Chocolate-Refined-Breakfast/dp/B0CWH4NT7V/ref=sr_1_3_f3_0g_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=1-3&xpid=rEqh-IypmacGy
Kellogg's Muesli Nuts Delight 1000G | 12-In-1 Power Breakfast | India's No. 1 Muesli | Multigrain Breakfast Cereal|Almond,,,https://www.amazon.in/Kelloggs-Multigrain-Breakfast-Naturally-Cholesterol/dp/B09YHVR3FF/ref=sr_1_4_f3_0g_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&rdc=1&s=grocery&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=1-4&xpid=rEqh-IypmacGy
"Kellogg's Corn Flakes Original 1.2kg | Power of 5: Energy, Protein, Iron, IMMUNO NUTRIENTS, Vitamins B1, B2, B3 & C| Corn Flakes, Breakfast Cereal",₹339,,https://www.amazon.in/Kelloggs-Corn-Flakes-Original-1-2/dp/B07X675VSL/ref=sr_1_5_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-5&xpid=rEqh-IypmacGy
,,,https://www.amazon.in/Quaker-Oats-2kg/dp/B01LYEV6RF/ref=sr_1_6_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&rdc=1&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6&xpid=rEqh-IypmacGy
,,,https://www.amazon.in/ALPINO-Peanut-Chocolate-Protein-Gluten-Free/dp/B0BL3MTSSB/ref=sr_1_7_f3_0g_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=1-7&xpid=rEqh-IypmacGy
,,,https://www.amazon.in/Kelloggs-Chocos-Moons-Stars-Pouch/dp/B07L94T8P7/ref=sr_1_8_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-8&xpid=rEqh-IypmacGy
,,,https://www.amazon.in/Kelloggs-Real-Almond-Honey-Flakes/dp/B01D10FPNC/ref=sr_1_9?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&rdc=1&s=grocery&sr=1-9&xpid=rEqh-IypmacGy
,,,https://www.amazon.in/Disano-Oats-100-wholegrain-Pouch/dp/B07WK74W7T/ref=sr_1_10_mod_primary_new?dib=eyJ2IjoiMSJ9.lrm9VxNIUn-4ey3oTvjNFjCU_2Dh1Z5iZWIekqsTUqQiYIpdoxNLAUBJfYScAZtAXnnBWShU0SQCGmIJbZuLde5CvahE-eepiRyPs0CSKeXKIcjMT7qqpmOtbSH3r7uw-NvBMxii1j-NUB0PvIg7VXo9ZGuJ-78cyij1bAAzu5orK4Sn9Wkg7cvI73NnoR4Gcze6xdBuBR5bNK9Xg-ezkIg_xrk4KgX9Sb7kAR9GLgrHf7pHK4mfghBPGz4DZqlyyerZ-OP9OH2sJu7NlNev54cxq2W2-4Alyqm38J9qKIg.-AhRVRHXs0nFRcxLjY67NbCLa075vYb04Lkck1cIbiw&dib_tag=se&qid=1751276373&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-10&xpid=rEqh-IypmacGy
